Orphanet;MeSH;OMIM;MedDRA;UMLS;ICD-10
ORPHA:617;-;-;-;-;Q62.2
ORPHA:618;-;609048;-;C2314896;C43.1
ORPHA:620;-;-;-;-;Q43.3
ORPHA:621;-;250790;-;C0272087;D74.0
ORPHA:622;-;277410;-;-;E72.1
ORPHA:623;-;-;-;-;-
ORPHA:624;D019339;163000;10067193;C2931029;Q82.5
ORPHA:626;-;137550;10072036;C1842036;Q82.5
ORPHA:627;C538336;302350;-;C0796085;Q87.0
ORPHA:628;-;222600;-;C0220726;Q77.5
ORPHA:629;-;262650;-;C1849779;E23.0
ORPHA:631;-;262650;10035083;C0013338;E23.0
ORPHA:632;-;307200;-;C0472813;E23.0
ORPHA:633;D046150;262500;-;C0271568;E34.3
ORPHA:634;-;256500;10062909;C0265962;Q80.8
ORPHA:635;D009447;613017;10029260;C2931189;C74.9
ORPHA:636;C538607;613675;10047712;C0027831;Q85.0
ORPHA:637;D009464;101000;10029271;C0027859;Q85.0
ORPHA:638;C537393;601321;-;C0553586;Q87.1
ORPHA:639;-;-;-;C1736154;G61.8
ORPHA:640;-;162500;10069382;C0393814;G60.0
ORPHA:641;-;-;-;C0393847;G61.8
ORPHA:642;-;256800;-;C0020074;G60.8
ORPHA:643;D056768;256850;-;-;G60.8
ORPHA:644;-;551500;10062940;C1328349;G31.8
ORPHA:646;D052556;257220;-;C0220756;E75.2
ORPHA:647;D049932;251260;10067857;C2930831;Q87.8
ORPHA:648;D009634;163950;10029748;C0028326;Q87.1
ORPHA:649;C537849;310600;10069760;C0266526;H35.5
ORPHA:650;-;245900;-;C0023195;E78.6
ORPHA:652;D018761;131100;10028190;C0025267;D44.8
ORPHA:653;-;171400;10028191;C0025268;D44.8
ORPHA:654;D009396;194070;10029145;C0027708;C64
ORPHA:655;-;256100;-;C0687120;Q61.5
ORPHA:656;-;610725;-;C1868672;N04.3
ORPHA:657;D044903;-;-;C1257959;E16.1
ORPHA:658;-;-;-;-;-
ORPHA:659;-;614594;10068842;C2609071;Q82.8
ORPHA:660;-;164750;10030308;C0795690;Q79.2
ORPHA:661;-;209880;10007982;C1275808;G47.3
ORPHA:662;-;153300;10048244;C0221348;L60.5
ORPHA:663;-;-;-;C0162674;H49.4
ORPHA:664;D020163;311250;10052450;C0268542;E72.4
ORPHA:665;-;-;-;-;-
ORPHA:666;D010013;610968;10031243;C0268360;Q78.0
ORPHA:667;-;611490;-;C1318518;Q78.2
ORPHA:668;D012516;259500;10031291;C0029463;C41.9
ORPHA:669;-;-;-;-;-
ORPHA:670;-;-;-;-;-
ORPHA:671;-;-;-;C0263417;Q82.8
ORPHA:672;D054975;146510;-;C0342418;D33.0
ORPHA:673;D008288;611162;10025487;C0024530;B53.8
ORPHA:674;C536003;-;-;C0266268;Q45.3
ORPHA:675;C536376;167750;10071757;C0149955;Q45.1
ORPHA:676;-;167800;-;C0341474;K86.1
ORPHA:677;C537162;-;-;C0334489;C25.1
ORPHA:678;D010214;245000;-;C0030360;Q82.8
ORPHA:679;D054853;602248;10064281;C0221011;I77.8
ORPHA:680;-;-;-;-;-
ORPHA:681;D020514;170400;-;C0238358;G72.3
ORPHA:682;C535409;170500;-;C2930895;G72.3
ORPHA:683;D013494;260540;10036813;C0038868;G23.1
ORPHA:684;C538616;168300;-;C0221055;G71.1
ORPHA:685;-;-;10019903;C0037773;G11.4
ORPHA:699;-;557000;10062941;C0342784;D64.0
ORPHA:700;-;104000;10001766;C0263504;L63.0
ORPHA:701;C537055;203655;10001767;C0263505;L63.1
ORPHA:702;D020371;312080;10067610;C0205711;E75.2
ORPHA:703;D010391;-;-;C0030805;L12.0
ORPHA:704;-;169610;10052802;C0030809;L10.0
ORPHA:705;C536648;274600;-;C0271829;E07.1
ORPHA:707;D010930;-;10035148;C0043407;A20.1
ORPHA:708;C537884;612968;10059202;-;Q13.4
ORPHA:709;-;261540;-;C0796012;Q13.4
ORPHA:710;C538582;101600;-;C0265303;Q87.0
ORPHA:711;-;-;-;-;-
ORPHA:712;-;613470;-;-;D55.2
ORPHA:713;-;300653;-;C0684324;E74.0
ORPHA:714;-;222800;-;-;D55.2
ORPHA:715;-;300559;-;C1845151;E74.0
ORPHA:716;D010661;261600;10034872;C0031485;E70.1
ORPHA:717;-;-;-;-;-
ORPHA:718;-;261800;-;C0031900;Q87.0
ORPHA:719;-;-;-;-;-
ORPHA:720;-;-;-;-;L67.8
ORPHA:721;D055652;187900;-;C2717750;D69.1
ORPHA:722;-;217090;-;C0398621;L90.5
ORPHA:723;-;-;-;C1535939;J17.3*
ORPHA:724;-;-;-;-;J82
ORPHA:725;-;245570;-;-;F80.3
ORPHA:726;D002549;203700;10062943;C0205710;G31.8
ORPHA:727;D055953;-;10063344;C0343192;M31.7
ORPHA:728;D011081;-;10038304;C0032453;M94.1
ORPHA:729;D011087;263300;10036057;C0032463;D45
ORPHA:730;-;613095;-;-;Q61.2
ORPHA:731;D017044;263200;10036047;C0085548;Q61.1
ORPHA:732;D017285;-;10036102;C0085655;M33.2
ORPHA:733;D011125;175100;10056981;C0032580;D12.6
ORPHA:734;-;185050;-;-;D69.1
ORPHA:735;-;175800;-;C0949506;Q82.8
ORPHA:736;-;-;-;-;-
ORPHA:737;-;175850;-;C0162838;Q82.8
ORPHA:738;D011164;-;10061356;C0235387;E80.2
ORPHA:739;D011218;176270;10036476;C0032897;Q87.1
ORPHA:740;D011371;176670;10036794;C0033300;E34.8
ORPHA:741;-;607829;-;C0340364;I34.1
ORPHA:742;D056732;170100;-;C0268532;E72.8
ORPHA:743;-;612336;-;-;D68.5
ORPHA:744;D016715;176920;-;C0085261;Q87.3
ORPHA:745;-;612304;-;C2930896;D68.2
ORPHA:746;D024741;609015;-;C1969443;G71.3
ORPHA:747;-;610910;-;C1970472;J84.0
ORPHA:748;-;-;-;C3266863;D84.8
ORPHA:749;-;612423;-;C0272339;D68.8
ORPHA:750;C535819;177170;-;C0410538;Q77.8
ORPHA:752;-;264300;-;C0268296;E29.1
ORPHA:753;-;264600;10000029;C3669122;Q56.1
ORPHA:754;D013734;-;10056292;C0936016;E34.5
ORPHA:755;-;238320;10024406;C0860158;Q56.1
ORPHA:756;D011546;264350;-;C0268436;N25.8
ORPHA:757;-;614492;-;C1449844;I15.1
ORPHA:758;D011561;177850;10037150;C0033847;Q82.8
ORPHA:759;-;176400;-;C0342543;E22.8
ORPHA:760;-;613179;-;C0268125;D81.5
ORPHA:761;-;-;-;C0034152;D69.0
ORPHA:763;D058631;265800;-;C0238402;Q78.8
ORPHA:764;D052880;-;10037652;C1704275;M60.0
ORPHA:765;C536257;608782;-;C2936911;E74.4
ORPHA:766;-;266200;-;C0340968;D55.2
ORPHA:767;D010488;-;10036024;C0031036;M30.0
ORPHA:768;-;612955;10057926;C1141890;I45.8
ORPHA:769;D056731;262190;-;C0271695;E13
ORPHA:770;D011818;-;10037742;C0034494;A82.1
ORPHA:772;D052919;614867;-;C0282527;G60.1
ORPHA:773;D012035;266500;10038275;C0034960;G60.1
ORPHA:774;-;615506;10019883;C0039445;I78.0
ORPHA:775;-;-;-;-;-
ORPHA:776;-;300676;-;C0796022;Q87.8
ORPHA:777;-;300803;-;C2931498;-
ORPHA:778;D015518;312750;10039000;C0035372;F84.2
ORPHA:779;-;613471;-;C0748397;L94.0
ORPHA:780;D012208;268220;10039022;C0035412;C49.9
ORPHA:781;D011778;-;10037688;C0034362;A78
ORPHA:782;C535679;180500;10059255;C3495488;Q13.8
ORPHA:783;D012415;610543;10039281;C0035934;Q87.2
ORPHA:785;-;615363;-;-;-
ORPHA:786;-;615962;-;C1841972;E25.8
ORPHA:788;-;-;-;-;-
ORPHA:790;D012175;180200;10038916;C0035335;C69.2
ORPHA:791;D012174;604393;10038914;C0035334;H35.5
ORPHA:792;-;312700;-;C0271091;Q14.1
ORPHA:793;-;-;10051316;C0263859;M86.3
ORPHA:794;-;101400;-;C0175699;Q87.0
ORPHA:795;-;-;10039447;C0036117;A02.2
ORPHA:796;D012497;268800;-;C0036161;E75.0
ORPHA:797;D012507;181000;10039486;C0036202;D86.1
ORPHA:798;-;269150;10063540;C0265227;Q87.0
ORPHA:799;-;269160;-;C0266484;Q04.6
ORPHA:800;-;255800;-;C0036391;Q78.8
ORPHA:801;-;-;10039710;C0011644;-
ORPHA:803;D000690;608031;10002026;C0002736;G12.2
ORPHA:805;D014402;191100;10045138;C0041341;Q85.1
ORPHA:806;-;262890;-;C0796149;D69.8
ORPHA:807;-;-;-;-;-
ORPHA:808;C537533;615807;-;C0265202;Q87.1
ORPHA:809;D008947;-;10027754;C0026272;M35.1
ORPHA:810;-;-;10017915;C0013371;A03.1
ORPHA:811;-;260400;10067940;C0272170;D61.0
ORPHA:812;-;256550;-;C0268226;E77.1
ORPHA:813;D056730;180860;10062282;C0175693;Q87.1
ORPHA:816;D016111;270200;10048676;C0037231;Q87.1
ORPHA:817;-;-;-;C0343064;Q80.8
ORPHA:818;D019082;270400;-;C0175694;Q87.1
ORPHA:819;D058496;182290;-;C0795864;Q93.5
ORPHA:820;D018860;182410;10053841;C0282492;I77.8
ORPHA:821;D058495;117550;10064387;C0175695;Q87.3
ORPHA:822;D013103;612690;10019904;C0221409;D58.0
ORPHA:823;D016135;182940;10041524;C0080178;Q05.9
ORPHA:824;-;254450;-;C0026987;D47.4
ORPHA:826;D013174;-;10041736;C0038034;B42.1
ORPHA:827;-;248200;10062766;C1855465;H35.5
ORPHA:828;C537492;108300;10063402;C0265253;Q87.0
ORPHA:829;D014924;-;10058493;C0085253;M06.1
ORPHA:831;-;-;-;-;Q06.8
ORPHA:832;-;245050;-;C0342792;E71.3
ORPHA:833;-;272300;-;-;E72.1
ORPHA:834;C538523;269920;10067529;C0342853;E77.8
ORPHA:838;D055955;-;10071573;C2717757;I67.7
ORPHA:839;C535761;256300;10060740;C0403399;N04.8
ORPHA:840;-;-;10042926;C0406803;D23.9
ORPHA:841;-;184500;-;C3671377;L72.2
ORPHA:842;-;273300;-;C0036631;C62.9
ORPHA:844;-;108950;10024984;C0024054;I45.6
ORPHA:845;D013661;272800;10043147;C1848922;E75.0
ORPHA:846;D017085;604131;10043390;C0002312;D56.0
ORPHA:847;-;301040;-;C1845055;D56.0
ORPHA:848;D017086;603902;10043391;C0005283;D56.1
ORPHA:849;-;273800;-;C0040015;D69.1
ORPHA:850;-;-;-;-;-
ORPHA:851;C538617;617443;-;C1861178;D69.4
ORPHA:852;-;313900;-;-;D69.4
ORPHA:853;-;-;-;C3853779;P61.0
ORPHA:854;-;-;10036206;C0155773;I81
ORPHA:857;C536974;617466;-;C0265246;Q87.8
ORPHA:858;D014125;-;10010652;C0040560;P37.1
ORPHA:859;-;275350;-;C0342701;D51.2
ORPHA:860;-;608808;-;-;Q20.3
ORPHA:861;-;154500;10051456;C0242387;Q75.4
ORPHA:863;D014235;-;10044608;C0040896;B75
ORPHA:864;C536553;-;10044611;C0334262;-
ORPHA:867;C536552;601606;-;C1275122;D23.3
ORPHA:868;-;615512;-;C0398562;D55.2
ORPHA:869;C536009;231550;-;C2931084;E27.4
ORPHA:870;D004314;190685;10044688;C0013080;Q90.2
ORPHA:871;-;612838;-;C1879286;I45.8
ORPHA:872;-;-;-;-;-
ORPHA:873;-;135290;-;C0079218;D48.1
ORPHA:874;-;-;-;-;D15.1
ORPHA:875;-;-;-;-;D15.1
ORPHA:876;-;273300;10048251;C0014145;C56
ORPHA:877;-;-;-;C0206754;-
ORPHA:879;D058285;-;-;C0277356;B88.1
ORPHA:881;D014424;-;10045181;C0041408;Q96.9
ORPHA:882;-;276700;10069462;C0268490;E70.2
ORPHA:883;D013724;-;10043276;C0039538;-
ORPHA:884;-;601803;-;C0265449;Q99.8
ORPHA:886;D052245;602097;10063396;C0271097;H35.5
ORPHA:887;C536495;192350;10053665;C0220708;Q87.2
ORPHA:888;C536528;119300;-;C0175697;Q38.0
ORPHA:889;-;-;-;C0151436;M31.0
ORPHA:890;D006504;-;10047216;C0019156;K76.5
ORPHA:891;C536382;617572;-;C1851402;H35.0
ORPHA:892;D006623;193300;10047716;C0019562;Q85.8
ORPHA:893;C538295;194072;-;C0206115;Q87.8
ORPHA:894;-;193500;-;C1847800;E70.3
ORPHA:895;C536463;600193;-;C2700265;E70.3
ORPHA:896;-;148820;-;C0079661;E70.3
ORPHA:897;-;277580;-;C3266898;Q87.8
ORPHA:898;C536075;143200;10063383;C1840452;H35.5
ORPHA:899;D058494;236670;-;C0265221;Q04.3
ORPHA:900;D014890;608710;10047888;C0043092;M31.3
ORPHA:901;C536693;-;-;C0343101;L98.3
ORPHA:902;D014898;277700;10049429;C0043119;E34.8
ORPHA:903;D014842;193400;10047715;C0042974;D68.0
ORPHA:904;D018980;194050;10049644;C0175702;Q93.8
ORPHA:905;D006527;277900;10019819;C0019202;E83.0
ORPHA:906;D014923;614493;10047992;C0043194;D82.0
ORPHA:908;D005600;300624;10017324;C0016667;Q99.2
ORPHA:909;D019294;213700;-;C0238052;E75.5
ORPHA:910;D014983;278720;10048220;C0043346;Q82.1
ORPHA:911;-;269840;-;C2931299;D81.8
ORPHA:912;D015211;214110;-;C0043459;Q87.8
ORPHA:913;D015043;-;10017852;C0043515;D37.7
ORPHA:915;-;100050;10067148;C0175701;Q87.1
ORPHA:916;C535332;147800;10063429;C0220686;Q87.8
ORPHA:918;-;-;-;-;-
ORPHA:920;C535557;200110;-;C1860224;Q87.0
ORPHA:921;C535559;302905;-;C1844862;Q87.8
ORPHA:922;-;-;-;-;Q30.8
ORPHA:926;-;614097;-;C2931868;E80.3
ORPHA:927;-;237310;-;C0268543;E72.2
ORPHA:929;C536010;200450;-;C1860212;Q39.5
ORPHA:930;C536011;200400;10036669;C0014848;K22.0
ORPHA:931;C536014;200500;-;C0265559;Q74.8
ORPHA:932;-;600972;10066122;C0001079;Q77.0
ORPHA:935;C536020;200900;-;C1860168;D82.2
ORPHA:936;-;-;-;-;-
ORPHA:939;C535312;236795;-;C0342737;E71.1
ORPHA:941;C535767;220120;-;C1291386;E74.8
ORPHA:943;C535702;248360;-;C0342793;E72.8
ORPHA:945;D009436;-;-;C2930936;Q00.0
ORPHA:946;D000168;-;10000590;C1510455;Q87.0
ORPHA:949;-;201050;-;C1860145;Q87.0
ORPHA:950;C538179;614613;-;C0220659;Q75.4
ORPHA:952;C536695;193530;-;C0457013;Q75.4
ORPHA:953;-;-;-;-;-
ORPHA:955;C535663;102400;-;C0917715;M89.5
ORPHA:956;-;-;-;-;-
ORPHA:957;-;102510;-;C1863307;Q74.8
ORPHA:958;C535665;200980;-;C1860166;Q87.8
ORPHA:959;-;607323;-;-;Q87.8
ORPHA:963;D000172;102200;10000599;C0001206;E22.0
ORPHA:964;-;-;-;-;-
ORPHA:965;C535655;102150;-;C0796280;Q87.0
ORPHA:966;-;-;-;-;Q87.0
ORPHA:968;-;201250;-;C2930970;Q78.8
ORPHA:969;C535662;102370;-;C0265287;Q77.8
ORPHA:970;-;243000;-;C0020072;G60.8
ORPHA:971;-;201310;-;C3495490;Q87.2
ORPHA:972;-;160120;-;C1834559;G71.1
ORPHA:973;-;102650;-;-;Q71.3
ORPHA:974;C538225;615297;-;C0265268;Q87.2
ORPHA:976;-;614723;-;C3665382;E79.8
ORPHA:977;C538051;300270;-;C1846044;-
ORPHA:978;C538052;103285;-;C1863204;Q87.2
ORPHA:980;-;-;-;-;Q25.7
ORPHA:981;-;-;-;-;Q28.1
ORPHA:982;-;-;-;-;Q22.2
ORPHA:983;C537770;273250;10002641;C1261504;Q55.0
ORPHA:984;-;-;10037322;C0265780;Q33.3
ORPHA:988;C535564;188740;-;C1861099;Q87.2
ORPHA:989;-;103300;-;C1863203;Q87.2
ORPHA:990;-;202650;-;-;Q87.8
ORPHA:991;-;202660;-;-;Q87.8
ORPHA:994;-;208150;-;C1276035;Q87.8
ORPHA:995;-;-;-;-;-
ORPHA:998;C537042;300700;-;C1845068;H90.5
ORPHA:999;C535508;227010;-;C1856899;E70.3
ORPHA:1000;C537043;300650;-;C1845069;E70.3
ORPHA:1001;C538317;600430;-;C2931817;Q93.5
ORPHA:1003;C536622;181250;-;C1867021;Q87.2
ORPHA:1005;C537051;203550;-;C0795895;Q87.8
ORPHA:1006;-;-;-;-;-
ORPHA:1008;C537057;104130;-;C1863090;Q87.8
ORPHA:1010;-;104100;-;C1863093;Q82.8
ORPHA:1011;-;-;-;-;-
ORPHA:1014;-;601217;-;C1832593;-
ORPHA:1018;-;308940;-;-;Q87.8
ORPHA:1019;-;-;-;-;-
ORPHA:1020;-;602096;-;C0276496;G30.0
ORPHA:1021;C536604;204110;-;C1857588;H35.5
ORPHA:1023;C536605;145701;-;C1840362;Q84.2
ORPHA:1027;-;601360;-;C1832432;Q73.0
ORPHA:1028;C538245;104570;-;C1863006;Q82.4
ORPHA:1031;C538241;204690;-;C2931783;K00.5
ORPHA:1032;-;222690;-;C2673736;E72.0
ORPHA:1034;-;-;-;-;-
ORPHA:1035;-;249650;-;C0796055;E72.1
ORPHA:1037;C536613;-;10051643;C2931264;Q74.3
ORPHA:1040;C537351;613073;-;C0432226;Q78.5
ORPHA:1041;D015160;236750;10020529;C0020305;P56.9
ORPHA:1044;-;-;-;-;-
ORPHA:1046;-;600461;-;C1838120;D58.8
ORPHA:1047;D000756;-;10040661;C0002896;D64.2
ORPHA:1048;-;206500;-;-;Q00.0
ORPHA:1051;-;122430;-;C2930866;Q87.8
ORPHA:1052;C536987;257300;-;C1850343;Q99.8
ORPHA:1053;C536535;618196;-;C0431420;Q28.2
ORPHA:1054;-;-;-;-;Q25.4
ORPHA:1055;-;-;-;-;-
ORPHA:1057;-;-;-;-;-
ORPHA:1059;C536240;112200;-;C0346072;Q27.8
ORPHA:1060;-;-;-;-;-
ORPHA:1062;C536364;106070;-;C1275084;D18.0
ORPHA:1063;C536924;607859;-;C0346073;D18.0
ORPHA:1064;C536371;206750;-;C1859782;Q87.8
ORPHA:1065;-;206700;-;C0431401;G11.0
ORPHA:1067;-;-;-;-;-
ORPHA:1068;C536568;-;-;C2931243;-
ORPHA:1069;-;106220;-;C1862868;Q87.8
ORPHA:1070;D017129;-;10002533;C0162576;B81.0
ORPHA:1071;C535289;106260;-;C1785148;Q82.4
ORPHA:1072;C536373;106250;-;C1862866;Q87.0
ORPHA:1074;-;-;-;-;Q87.8
ORPHA:1077;D020254;-;10044019;C0155930;K03.5
ORPHA:1078;C537511;188201;-;C2931515;Q87.2
ORPHA:1081;-;-;10061060;C0158623;Q24.5
ORPHA:1083;-;614019;-;C1956147;Q04.3
ORPHA:1084;-;-;-;-;Q04.3
ORPHA:1088;-;-;-;-;-
ORPHA:1092;-;-;-;-;-
ORPHA:1094;C536948;607214;-;C2931373;Q87.8
ORPHA:1101;-;-;-;-;Q87.8
ORPHA:1102;-;-;-;-;-
ORPHA:1104;C537767;600776;-;C1833339;Q87.8
ORPHA:1106;-;206920;-;C0599973;Q87.2
ORPHA:1110;C537785;107500;-;C1862682;Q87.8
ORPHA:1112;C535881;207620;-;C1859754;Q87.8
ORPHA:1113;-;600384;-;C1838161;Q87.2
ORPHA:1114;-;107600;-;C0282160;Q84.8
ORPHA:1115;C536840;600360;-;C1838206;Q84.8
ORPHA:1116;C537788;207731;-;C1859753;-
ORPHA:1117;-;601075;-;C1832826;Q84.8
ORPHA:1118;C537930;113310;-;C1862100;Q73.8
ORPHA:1120;-;601612;-;-;Q87.8
ORPHA:1121;-;-;-;-;Q73.8
ORPHA:1122;C536936;314360;-;C1839123;Q73.8
ORPHA:1123;-;-;-;C2931593;-
ORPHA:1125;C537423;257550;-;C0543874;H51.8
ORPHA:1126;-;601374;-;C1832412;Q04.3
ORPHA:1129;-;-;-;C2931398;Q87.8
ORPHA:1130;-;-;-;-;Q87.8
ORPHA:1131;-;301950;-;C1844918;Q75.4
ORPHA:1132;-;-;-;-;Q25.4
ORPHA:1133;C537427;207780;-;C0342280;Q87.8
ORPHA:1134;C537438;-;-;C0265740;Q30.1
ORPHA:1135;-;603457;-;C1863878;Q87.0
ORPHA:1136;-;207950;10056945;C0555206;Q07.0
ORPHA:1137;-;-;-;-;-
ORPHA:1138;-;-;-;-;Q25.7
ORPHA:1139;-;-;-;-;-
ORPHA:1143;C536614;208100;-;C1859721;Q74.3
ORPHA:1144;C535386;108200;-;C1862471;Q68.8
ORPHA:1145;C535380;301830;-;C1844934;G12.1
ORPHA:1146;-;616266;-;C1852085;Q68.8
ORPHA:1147;-;601680;-;C1834523;Q68.8
ORPHA:1149;-;259450;-;C1859709;-
ORPHA:1150;C538401;208155;-;C1859711;Q87.8
ORPHA:1153;-;-;-;-;-
ORPHA:1154;-;108145;-;C1834523;Q68.8
ORPHA:1155;-;-;-;-;-
ORPHA:1159;C535387;208230;-;C0432215;Q77.7
ORPHA:1160;D002915;208300;10003446;C0008732;I89.8
ORPHA:1163;D001228;614079;10003488;C0004030;B44.2
ORPHA:1164;D001229;103920;10006474;C0004031;B44.1+
ORPHA:1166;C535349;125520;-;C0431406;Q87.0
ORPHA:1167;-;-;-;-;-
ORPHA:1168;-;208920;-;C1859598;G11.3
ORPHA:1170;-;213200;-;C1859298;G11.0
ORPHA:1171;-;601338;-;C1832466;-
ORPHA:1172;-;-;-;-;-
ORPHA:1173;-;605672;-;C1859305;G11.8
ORPHA:1174;C535350;212835;-;C1859306;G11.1
ORPHA:1175;-;302500;-;-;G11.1
ORPHA:1177;C535633;212895;-;C0393520;G11.1
ORPHA:1178;-;272600;-;C1848932;-
ORPHA:1179;-;168885;-;C1868576;G96.8
ORPHA:1180;-;215470;-;C1859093;G11.8
ORPHA:1182;-;108650;-;C1862441;G11.4
ORPHA:1183;D053578;-;10053854;C0393626;G25.3
ORPHA:1184;-;-;-;-;-
ORPHA:1185;-;271270;-;C1849088;G11.8
ORPHA:1186;C535523;271245;-;C1849096;G11.1
ORPHA:1187;C535388;301835;-;C0796028;E79.8
ORPHA:1188;-;208850;-;-;G11.1
ORPHA:1190;C535396;108720;-;C0265283;Q78.8
ORPHA:1192;-;209010;-;C2931125;Q87.8
ORPHA:1193;-;300431;-;C0796206;Q87.8
ORPHA:1194;-;614052;-;C3279699;G71.3
ORPHA:1195;C538259;209300;-;C1859593;E88.0
ORPHA:1198;-;303650;-;C0266190;Q42.9
ORPHA:1199;D004933;189960;10021530;C0014850;Q39.0
ORPHA:1200;C537411;616462;-;C1837822;Q87.8
ORPHA:1201;C538260;243600;10010626;C0021828;Q41.9
ORPHA:1202;-;150300;-;C0265756;Q31.8
ORPHA:1203;C535720;223400;10013812;C0266174;Q41.0
ORPHA:1205;-;-;-;C0344760;Q23.2
ORPHA:1207;-;178370;-;C0344976;Q25.5
ORPHA:1208;-;265150;-;C0344975;Q22.6
ORPHA:1209;D018785;605067;10049767;C0243002;Q22.4
ORPHA:1211;-;-;-;-;-
ORPHA:1214;-;141300;-;C0015458;G51.8
ORPHA:1215;C535351;125250;-;C1832466;H47.2
ORPHA:1216;-;600175;-;-;G12.1
ORPHA:1217;-;-;-;C2930956;G12.2
ORPHA:1219;-;-;-;-;-
ORPHA:1221;C535921;118330;-;C0267034;K13.0
ORPHA:1223;D001447;-;10004080;C0276786;A07.0
ORPHA:1225;C536788;218600;-;C0265308;Q75.0
ORPHA:1226;C537901;241850;-;C1855794;E03.1
ORPHA:1227;C537902;210740;-;C0342284;E31.8
ORPHA:1228;-;109300;-;C1862319;Q68.1
ORPHA:1229;-;251290;-;C3489725;Q87.8
ORPHA:1231;C537908;209885;-;C1319466;Q87.0
ORPHA:1234;-;263650;-;C1849718;Q87.2
ORPHA:1235;-;-;-;-;-
ORPHA:1236;-;-;-;-;-
ORPHA:1237;C537668;209970;-;C1859526;Q87.8
ORPHA:1239;-;-;-;-;-
ORPHA:1240;C537350;250215;-;C1855243;Q78.5
ORPHA:1241;-;141350;-;C1841640;Q67.4
ORPHA:1243;-;153700;-;C0339510;H35.5
ORPHA:1245;-;-;-;-;-
ORPHA:1246;-;113400;-;C1862099;Q87.8
ORPHA:1247;D012552;181460;10039603;C0036323;B65.0
ORPHA:1248;-;155050;-;C0220692;Q75.8
ORPHA:1249;-;-;-;-;-
ORPHA:1250;-;-;-;-;-
ORPHA:1251;-;-;-;-;-
ORPHA:1252;-;110050;-;C0796197;Q87.0
ORPHA:1253;-;109900;-;C0339085;Q87.0
ORPHA:1256;-;-;-;-;-
ORPHA:1258;-;-;-;-;-
ORPHA:1259;C536236;110150;-;C1862259;Q15.8
ORPHA:1260;-;-;-;-;I45.5
ORPHA:1261;-;225755;-;C1856973;Q04.8
ORPHA:1262;-;112300;-;C0457014;Q82.4
ORPHA:1263;C536573;112310;-;C0432201;Q87.1
ORPHA:1264;-;191482;-;C1860605;Q82.4
ORPHA:1266;-;-;-;-;-
ORPHA:1267;D001906;-;10006041;C0006057;A05.1
ORPHA:1270;C537081;211180;-;C1859405;Q87.8
ORPHA:1271;-;-;-;-;-
ORPHA:1272;C537933;601088;-;C0795941;Q87.8
ORPHA:1275;-;186550;-;-;Q73.8
ORPHA:1276;-;112410;-;C1862170;Q73.8
ORPHA:1277;-;-;-;-;Q87.8
ORPHA:1278;-;112450;-;C1862162;Q73.8
ORPHA:1292;C536242;113477;-;C1862082;Q87.1
ORPHA:1293;C537098;-;-;C0432228;Q76.3
ORPHA:1295;-;113480;-;C2931421;Q87.0
ORPHA:1296;C538396;245550;-;C1855551;Q87.8
ORPHA:1297;-;113620;-;C0376524;Q18.8
ORPHA:1299;-;211380;-;C1859384;Q87.8
ORPHA:1300;-;119500;-;-;Q87.2
ORPHA:1301;-;-;-;-;-
ORPHA:1302;D018549;-;-;C0242770;J84.1
ORPHA:1303;-;-;-;C0006272;J44.8
ORPHA:1304;D002006;-;10006500;C0006309;A23.2
ORPHA:1305;-;614326;-;C0796068;Q87.8
ORPHA:1306;C537415;166700;-;C0265514;Q78.8
ORPHA:1307;-;246560;-;-;Q92.3
ORPHA:1308;-;211750;-;C0796095;Q87.8
ORPHA:1309;D007691;-;10027104;C0022681;Q61.5
ORPHA:1310;-;114000;-;C0020497;M89.8
ORPHA:1313;-;215480;-;C1859092;G93.8
ORPHA:1314;-;-;-;-;G93.8
ORPHA:1317;-;-;-;-;-
ORPHA:1318;C537966;211890;-;C1859371;Q87.8
ORPHA:1319;C537967;114150;-;C1861963;Q74.8
ORPHA:1320;C537968;-;10069646;C0264162;M43.8
ORPHA:1321;C537287;211930;-;C1859357;Q87.2
ORPHA:1323;-;602612;-;C2931051;Q87.0
ORPHA:1325;C537972;-;-;C2931681;Q68.1
ORPHA:1326;C537971;211920;-;C2673861;Q87.1
ORPHA:1327;C537970;211910;-;C1859359;Q87.1
ORPHA:1328;D003966;131300;-;C0011989;Q78.3
ORPHA:1329;-;-;-;C0344787;Q21.2
ORPHA:1330;C536112;-;-;C0344735;Q21.2
ORPHA:1331;C537243;611958;-;C2931456;C61
ORPHA:1332;C536914;-;10027101;C0238462;C73
ORPHA:1333;C535837;260350;-;C2931038;C25
ORPHA:1334;D002178;613956;10009007;C0006845;B37.2
ORPHA:1335;D058502;313850;-;C0559483;Q89.7
ORPHA:1336;-;144190;-;C1840428;Q82.8
ORPHA:1338;C535849;217085;-;C2931046;Q87.8
ORPHA:1339;-;-;-;-;-
ORPHA:1340;C535579;615280;-;C1275081;Q87.8
ORPHA:1342;-;140450;-;C1841657;Q87.2
ORPHA:1344;-;615745;-;C1838539;I45.5
ORPHA:1345;-;-;-;C2931548;-
ORPHA:1349;-;-;-;-;I42.8
ORPHA:1350;-;-;-;C2931323;Q87.2
ORPHA:1352;-;600123;-;C1838606;Q87.8
ORPHA:1354;C535850;212135;-;C1859327;Q87.2
ORPHA:1355;-;270460;-;C0796162;Q87.8
ORPHA:1358;-;254940;-;C1850746;Q87.0
